id,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
2005,"Ice Cream & Desserts","Veeba Truly Tomato Ketchup",99,20,6,79,500,FALSE,500
2006,"Ice Cream & Desserts","Ching's Secret Green Chilli Sauce",85,4,1,81,680,FALSE,680
2007,"Ice Cream & Desserts","MTR Roasted Vermicelli ",55,0,1,55,400,FALSE,400
2008,"Ice Cream & Desserts","Mother's Recipe Punjabi Teekha Mang Pickle",120,10,4,108,400,FALSE,400
2009,"Ice Cream & Desserts","Ching's Secret Hot Garlic Instant Noodles",114,0,6,114,480,FALSE,480
2010,"Ice Cream & Desserts","Kellogg's Real Honey Corn Flakes",290,7,5,267,630,FALSE,630
2011,"Ice Cream & Desserts","ITC Master Chef Lebanese Falafel Kebab",130,4,4,124,230,FALSE,230
2012,"Ice Cream & Desserts","Kelloggs Chocos Fills Double Chocolaty",185,10,5,165,250,FALSE,250
2013,"Ice Cream & Desserts","Organic India Apple Cider Vinegar",595,9,2,536,500,FALSE,500
2014,"Ice Cream & Desserts","Masala Oats Masala & Coriander ",195,9,5,176,500,FALSE,500
2015,"Ice Cream & Desserts","Ching's Secret  Noodles - Pad Thai Lemongras",200,0,5,200,130,FALSE,130
2016,"Ice Cream & Desserts","Bagrrys Fruit and Nut Muesli with Cranberries",499,0,5,499,750,FALSE,750
2017,"Ice Cream & Desserts","Kitchens Of India Yellow Dal Tadka",110,30,6,77,285,FALSE,285
2018,"Ice Cream & Desserts","Soulfull Vanilla Fills - Ragi Bites",169,5,6,160,250,FALSE,250
2019,"Ice Cream & Desserts","Pantai Teriyaki Sauce with Garlic",325,15,6,276,200,FALSE,200
2020,"Ice Cream & Desserts","Whiskas Adult Pocket Tuna Cat Food",410,0,1,410,1200,FALSE,1
2021,"Ice Cream & Desserts","Kitchens Of India Chicken Darbari ",200,30,4,140,285,FALSE,285
2022,"Ice Cream & Desserts","Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits",299,10,6,269,400,FALSE,400
2023,"Ice Cream & Desserts","Smith & Jones Red Pasta Sauce Mix",40,0,6,40,46,FALSE,46
2024,"Ice Cream & Desserts","Kellogg's Muesli Nuts Delight",425,9,3,383,750,FALSE,750
2025,"Ice Cream & Desserts","Kitchens of India Dal Bukhara Gravy Mix",110,30,6,77,285,FALSE,285
2026,"Ice Cream & Desserts","The Whole Truth Peanut Butter - Sweetened & Crunchy",215,20,6,172,325,FALSE,325
2027,"Ice Cream & Desserts","Remia Mayonnaise",230,0,6,230,241,FALSE,241
2028,"Ice Cream & Desserts","Ching's Secret Green Chilli Sauce",105,0,6,105,425,FALSE,425
2029,"Ice Cream & Desserts","Bagrrys Fruit N Fibre Muesli - Strawberry",595,0,1,595,1000,FALSE,1
2030,"Ice Cream & Desserts","Ching's Secret Tomato Oats Instant Soup",15,0,3,15,20,FALSE,20
2031,"Ice Cream & Desserts","Kellogg's Special K Original Corn Flakes",140,5,1,133,290,FALSE,290
2032,"Ice Cream & Desserts","Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade",280,50,5,140,175,FALSE,175
2033,"Ice Cream & Desserts","Tong Garden Wasabi Green Peas",175,4,6,167,150,FALSE,150
2034,"Ice Cream & Desserts","Ching's Secret Red Chilli Sauce",105,0,4,105,440,FALSE,440
2035,"Ice Cream & Desserts","Ching's Instant Hot and Sour Soup",55,0,5,55,55,FALSE,55
2036,"Ice Cream & Desserts","Ching's Secret Noodles - Pad Thai Original",200,0,6,200,130,FALSE,130
2037,"Ice Cream & Desserts","Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets",55,30,5,38,80,FALSE,80
2038,"Ice Cream & Desserts","Del Monte Black Sliced Olives",250,0,1,250,450,FALSE,450
2039,"Ice Cream & Desserts","Kitchens Of India Murgh Methi",220,30,5,154,285,FALSE,285
2040,"Ice Cream & Desserts","Nestle Cerelac 5 Grains & Fruits Cereal",288,0,6,288,300,FALSE,300
2041,"Ice Cream & Desserts","The Whole Truth - 5 Grain Muesli No Added Sugar",325,20,6,260,350,FALSE,350
2042,"Ice Cream & Desserts","Ching's Secret  Pad Thai Noodles Green Curry",200,0,6,200,130,FALSE,130
2043,"Ice Cream & Desserts","Aashirvaad Suji Halwa With Jaggery",75,0,6,75,70,FALSE,70
2044,"Ice Cream & Desserts","Mother's Recipe Mango Pickle ",120,0,1,120,400,FALSE,400
2045,"Ice Cream & Desserts","Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli",200,0,6,200,130,FALSE,130
2046,"Ice Cream & Desserts","Kellogg's Special K Original Corn Flakes",399,11,6,355,900,FALSE,900
2047,"Ice Cream & Desserts","Knorr Sweet Corn Chicken Soup",55,0,2,55,42,FALSE,42
2048,"Ice Cream & Desserts","Ching's Secret Tomato Soup",55,0,6,55,55,FALSE,55
2049,"Ice Cream & Desserts","Funfoods Peanut Butter Creamy",169,0,1,169,400,FALSE,400
2050,"Ice Cream & Desserts","Japanese Choice Udon Noodles",295,9,6,266,250,FALSE,250
2051,"Ice Cream & Desserts","Kelloggs Muesli - With 22% Fruit Magic",320,10,5,288,500,FALSE,500
2052,"Ice Cream & Desserts","Dabur Hommade - Kalonji Tamatar Ki Chutney",65,6,6,61,200,FALSE,200
2053,"Ice Cream & Desserts","Kitchens Of India Dal Makhani",110,30,1,77,285,FALSE,285
2054,"Ice Cream & Desserts","Aashirvaad Suji Halwa With Jaggery",55,30,6,38,80,FALSE,80
2055,"Ice Cream & Desserts","Del Monte Green Chili Sauce",55,0,3,55,190,FALSE,190
2056,"Ice Cream & Desserts","Pedigree Dog Food Adult Chicken & Veg",660,10,1,594,3000,FALSE,3
2057,"Ice Cream & Desserts","Kellogg's Original Corn Flakes",185,5,6,175,475,FALSE,475
2058,"Ice Cream & Desserts","Pedigree Puppy Dry Dog Food Food Chicken & Milk",690,6,2,648,3000,FALSE,3
2059,"Ice Cream & Desserts","Kitchens Of India Rajma Masala",110,30,5,77,285,FALSE,285
2060,"Ice Cream & Desserts","Kitchen Of India Ready-To-Eat Pindi Channa",110,30,2,77,285,FALSE,285
2061,"Ice Cream & Desserts","Figaro Pitted Black Olive ",179,0,6,179,450,FALSE,450
2062,"Ice Cream & Desserts","Cantina Tabasco Red Sauce",140,15,6,119,60,FALSE,60
2063,"Ice Cream & Desserts","Mother's Recipe Pickle - Mixed",149,26,6,109,500,FALSE,500
2064,"Ice Cream & Desserts","Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month",279,0,5,279,300,FALSE,300
2065,"Ice Cream & Desserts","Mother's Recipe Tamarind Paste",50,2,2,49,200,FALSE,200
2066,"Ice Cream & Desserts","Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken",140,20,6,112,80,FALSE,80
2067,"Ice Cream & Desserts","Veeba Peri Peri Sauce",161,0,6,161,300,FALSE,300
2068,"Ice Cream & Desserts","Pantai Sriracha Yellow Chilli Sauce",225,15,6,191,200,FALSE,200
2069,"Ice Cream & Desserts","Praakritik Organic Jumbo Rolled Oats",190,11,6,169,500,FALSE,500
2070,"Ice Cream & Desserts","Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles",123,0,6,123,600,FALSE,600
2071,"Ice Cream & Desserts","Pantai Spring Roll Sauce",275,10,6,245,200,FALSE,200
2072,"Ice Cream & Desserts","MTR Vermicelli Payasam",75,0,6,75,180,FALSE,180
2073,"Ice Cream & Desserts","Bagrrys Corn Flakes",350,0,6,350,880,FALSE,800
2074,"Ice Cream & Desserts","MTR Ready To Eat Palak Paneer ",135,11,6,120,300,FALSE,300
2075,"Ice Cream & Desserts","Del Monte Red Chili Sauce",55,0,5,55,190,FALSE,190
2076,"Ice Cream & Desserts","Kitchens of India Mutter Paneer Mix",120,30,4,84,285,FALSE,285
2077,"Ice Cream & Desserts","Pantai Green Curry Paste",60,6,6,56,50,FALSE,50
2078,"Ice Cream & Desserts","The Laughing Cow Cheese Spread Plain",110,0,6,110,180,FALSE,180
2079,"Ice Cream & Desserts","MTR Dal Fry",110,0,5,110,300,FALSE,300
2080,"Ice Cream & Desserts","Pantai Fish Sauce",275,14,6,234,200,FALSE,200
2081,"Ice Cream & Desserts","Cantina Beans Mexican Beans",250,14,6,213,410,FALSE,410
2082,"Ice Cream & Desserts","Ching's Secret Manchurian Instant Noodle",114,0,6,114,480,FALSE,480
2083,"Ice Cream & Desserts","Remia Salad Italian Dressing ",230,0,6,230,250,FALSE,250
2084,"Ice Cream & Desserts","Yummiez Veg Cheese Fingers Pouch",230,0,4,230,400,FALSE,400
2085,"Ice Cream & Desserts","MTR Dal Makhani",110,0,4,110,300,FALSE,300
2086,"Ice Cream & Desserts","MTR Ready to Eat Pav Bhaji",110,0,6,110,300,FALSE,300
2087,"Ice Cream & Desserts","Weikfield Tomato Salsa Instant Pasta",25,0,1,25,77,FALSE,77
2088,"Ice Cream & Desserts","Nestlé CERELAC Baby Cereal with Milk",272,0,1,272,300,FALSE,300
2089,"Ice Cream & Desserts","Remia Salad Caesar Dressing",250,0,6,250,250,FALSE,250
2090,"Ice Cream & Desserts","Bagrrys Fruit N Fibre Muesli Mixed Fruit",330,0,6,330,500,FALSE,500
2091,"Ice Cream & Desserts","MTR Paneer Butter Masala & Veg Pulao",175,9,4,158,375,FALSE,375
2092,"Ice Cream & Desserts","Sundrop Cocoa Nut Hazelnut Chocolatey Spread",120,0,6,120,160,FALSE,160
2093,"Ice Cream & Desserts","Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip",280,50,6,140,175,FALSE,175
2094,"Ice Cream & Desserts","Pedigree Dog Food Adult Meat & Rice",660,7,2,608,3000,FALSE,3
2095,"Ice Cream & Desserts","Pantai Sriracha Green Chilli Sauce",225,15,6,191,200,FALSE,200
2096,"Ice Cream & Desserts","Pantai Chilli Garlic Sauce",275,14,6,234,200,FALSE,200
2097,"Ice Cream & Desserts","Pantai Dark Soy Sauce",275,14,6,234,200,FALSE,200
2098,"Ice Cream & Desserts","Yoga Bar Peanut Butter Dark Chocolate Jar",249,0,4,249,400,FALSE,400
2099,"Ice Cream & Desserts","Cantina Tabasco Green Sauce",140,15,6,119,60,FALSE,60
2100,"Ice Cream & Desserts","Pantai Pad Thai Sauce (Non-Veg)",325,9,5,293,200,FALSE,200
2101,"Ice Cream & Desserts","Pantai Sweet Chilli Sauce",275,14,6,234,200,FALSE,200
2102,"Ice Cream & Desserts","Ching's Secret Schezwan Instant Noodle",114,0,6,114,480,FALSE,480
2103,"Ice Cream & Desserts","Yummiez Chicken Garlic Fingers Pouch",250,0,5,250,400,FALSE,400
2104,"Ice Cream & Desserts","Pediasure Premium Chocolate Powdered Health Drink",610,0,2,610,400,FALSE,400
2105,"Ice Cream & Desserts","Chings Secret Hot Garlic Instant Noodles",91,0,6,91,60,FALSE,60
2106,"Ice Cream & Desserts","Godrej Yummiez Cheese Corn Nuggets ",230,0,4,230,400,FALSE,400
2107,"Ice Cream & Desserts","Pantai Hot Chilli Sauce",275,14,6,234,200,FALSE,200
2108,"Ice Cream & Desserts","Knorr International Mexican Tomato Corn Soup ",65,6,3,61,52,FALSE,52
2109,"Ice Cream & Desserts","Bagrry's Fruit Fibre Muesli Mixed Fruit ",595,0,5,595,1000,FALSE,1
2110,"Ice Cream & Desserts","MTR Roasted Vermicelli ",105,0,4,105,850,FALSE,850
2111,"Ice Cream & Desserts","Maggi 2-Minute Instant Noodles - Masala",44,0,0,44,280,TRUE,280
2112,"Ice Cream & Desserts","Kurkure Green Chutney, Rajasthani Style",20,0,0,20,90,TRUE,90
2113,"Ice Cream & Desserts","Kellogg's Chocos Combo Pack",60,6,0,56,156,TRUE,156
2114,"Ice Cream & Desserts","Kissan Mixed Fruit Jam ",155,0,0,155,500,TRUE,500
2115,"Ice Cream & Desserts","Lijjat Urad Papad",60,5,0,57,200,TRUE,200
2116,"Ice Cream & Desserts","Amul Cheese Spread Yummy Plain",85,0,0,85,200,TRUE,200
2117,"Ice Cream & Desserts","Mother's Recipe Ginger And Garlic Paste",50,24,0,38,200,TRUE,200
2118,"Ice Cream & Desserts","Maggi Magic Cubes Chicken",40,2,0,39,40,TRUE,40
2119,"Ice Cream & Desserts","Pedigree Puppy Chicken Chunks in Gravy ",35,2,0,34,70,TRUE,70
2120,"Ice Cream & Desserts","The Whole Truth Peanut Butter - Unsweetened & Crunchy",185,20,0,148,325,TRUE,325
2121,"Ice Cream & Desserts","Ching's Chow Mein Hakka Noodles Masala",10,0,0,10,20,TRUE,20
2122,"Ice Cream & Desserts","Safal Frozen Mixed Vegetables",60,5,0,57,500,TRUE,500
2123,"Ice Cream & Desserts","Safal Frozen Corn",41,4,0,39,200,TRUE,200
2124,"Ice Cream & Desserts","Amul Cheese Spread Spicy Garlic",85,3,0,82,200,TRUE,200
2125,"Ice Cream & Desserts","Ching's Secret Veg Hakka Noodles",107,0,0,107,600,TRUE,600
2126,"Ice Cream & Desserts","Saffola Oats 100 % Natural",15,0,0,15,38,TRUE,38
2127,"Ice Cream & Desserts","Lijjat Moong Papad",60,5,0,57,200,TRUE,200
2128,"Ice Cream & Desserts","Mothers Recipe Papad - Sabudana With Rock Salt",31,9,0,28,70,TRUE,70
2129,"Ice Cream & Desserts","Maggi Chilly Chow Cuppa Noodles",50,0,0,50,70,TRUE,70
2130,"Ice Cream & Desserts","Veeba Favourites Eggless Burger Mayonnaise",69,8,0,63,250,TRUE,250
2131,"Ice Cream & Desserts","Sunfeast Yippee! Magic Masala Noodles",48,6,0,45,240,TRUE,240
2132,"Ice Cream & Desserts","Top Ramen Masala",91,9,0,82,560,TRUE,560
2133,"Ice Cream & Desserts","Kelloggs Corn Flakes With Real Strawberry Pure",265,10,0,236,575,TRUE,575
2134,"Ice Cream & Desserts","Mother's Recipe Potato Papad",31,9,0,28,70,TRUE,75
2135,"Ice Cream & Desserts","Mothers Recipe Rice Papad Ajwain",24,0,0,24,75,TRUE,75
2136,"Ice Cream & Desserts","Chef's Basket Durum Wheat Penne Pasta",160,50,0,80,500,TRUE,500
2137,"Ice Cream & Desserts","Dabur Hommade - Imli Sauce Saunth",20,10,0,18,100,TRUE,100
2138,"Ice Cream & Desserts","Zorabian Chicken Kheema Parathas",190,0,0,190,300,TRUE,300
2139,"Ice Cream & Desserts","Sunfeast Pasta Treat Pack of Tomato Cheese",28,17,0,23,65,TRUE,65
2140,"Ice Cream & Desserts","Safal Frozen - Sweet Corn",160,5,0,152,1000,TRUE,1
2141,"Ice Cream & Desserts","MTR Vegetable Upma",25,0,0,25,60,TRUE,60
2142,"Ice Cream & Desserts","Del Monte Original Blend Tomato Ketchup Pouch",120,7,0,111,950,TRUE,950
2143,"Ice Cream & Desserts","Del Monte Natural Vinegar ",55,3,0,53,180,TRUE,180
2144,"Ice Cream & Desserts","Del Monte Eggless Mayo",135,6,0,126,500,TRUE,500
2145,"Ice Cream & Desserts","ITC Master Chef Cheesy Corn Triangles",160,5,0,152,320,TRUE,320
2146,"Ice Cream & Desserts","Mother's Recipe Mixed Pickle ",115,4,0,110,400,TRUE,400
2147,"Ice Cream & Desserts","Godrej Yummiez Chicken Breakfast Salami",150,4,0,143,250,TRUE,250
2148,"Ice Cream & Desserts","Hershey's Cocoa + Almond Spread",295,9,0,266,350,TRUE,350
2149,"Ice Cream & Desserts","Maggi Special Masala Spicy Yummy Noodles",72,0,0,72,280,TRUE,280
2150,"Ice Cream & Desserts","Del Monte Schezwan Sauce",55,0,0,55,190,TRUE,190
2151,"Ice Cream & Desserts","Yummiez Green Peas",135,0,0,135,500,TRUE,500
2152,"Ice Cream & Desserts","Yummiez Green Peas",250,0,0,250,1000,TRUE,1
2153,"Ice Cream & Desserts","Yummiez American Sweet Corn",85,0,0,85,400,TRUE,400
2154,"Ice Cream & Desserts","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79,0,0,79,250,TRUE,250
2155,"Ice Cream & Desserts","Del Monte Pitted Green Olives",250,0,0,250,450,TRUE,450
2156,"Chocolates & Candies","Maggi 2 Minute Masala Noodles",12,0,6,12,70,FALSE,70
2157,"Chocolates & Candies","iD Idli & Dosa Batter ",80,15,6,68,1000,FALSE,1
2158,"Chocolates & Candies","iD Malabar Parota ",80,10,4,72,400,FALSE,400
2159,"Chocolates & Candies","iD Wheat Lachha Paratha",80,12,6,70,400,FALSE,400
2160,"Chocolates & Candies","McCain Aloo Tikki",110,4,6,105,400,FALSE,400
2161,"Chocolates & Candies","McCain Smiles Cripsy Happy Potatoes",120,5,6,114,415,FALSE,415
2162,"Chocolates & Candies","McCain Veggie Burger Patty",115,3,6,111,360,FALSE,360
2163,"Chocolates & Candies","McCain Veggie Fingers",117,5,6,111,400,FALSE,400
2164,"Chocolates & Candies","Amul Delicious Fat Spread - Cholesterol Free",18,5,6,17,100,FALSE,100
2165,"Chocolates & Candies","Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy",35,2,2,34,85,FALSE,85
2166,"Chocolates & Candies","McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets",125,5,1,118,420,FALSE,420
2167,"Chocolates & Candies","Ching's Secret Instant Hot Garlic Noodles",15,0,3,15,60,FALSE,60
2168,"Chocolates & Candies","Veeba Eggless Mayonnaise",79,11,5,70,250,FALSE,250
2169,"Chocolates & Candies","Ching's Secret Instant Schezwan Noodles",15,0,6,15,60,FALSE,60
2170,"Chocolates & Candies","Veeba Pasta And Pizza Sauce",75,13,5,65,280,FALSE,280
2171,"Chocolates & Candies","Top Ramen  Noodles Curry Veg Pouch",20,0,1,20,70,FALSE,70
2172,"Chocolates & Candies","Saffola Veggie Twist Masala Oats",15,0,6,15,38,FALSE,38
2173,"Chocolates & Candies","Unibic Almond & Oats Protein Bar",40,17,4,33,30,FALSE,30
2174,"Chocolates & Candies","Quaker Oats",79,0,2,79,400,FALSE,400
2175,"Chocolates & Candies","Amul Delicious Fat Spread - Cholesterol Free",88,2,2,86,500,FALSE,500
2176,"Chocolates & Candies","McCain French Fries",120,5,1,114,420,FALSE,420
2177,"Chocolates & Candies","Ching's Secret Manchow Instant Soup",10,0,1,10,15,FALSE,15
2178,"Chocolates & Candies","McCain Potato Cheese Shotz",130,4,6,124,250,FALSE,250
2179,"Chocolates & Candies","McCain Masala - Fries",120,5,3,114,375,FALSE,375
2180,"Chocolates & Candies","Ching's Secret Schezwan Fried Rice Masala",15,0,6,15,20,FALSE,20
2181,"Chocolates & Candies","McCain New Mini Samosa with Cheese Pizza Style Filling",120,1,3,118,240,FALSE,240
2182,"Chocolates & Candies","McCain Chilli Cheesy Nuggets",130,4,1,124,250,FALSE,250
2183,"Chocolates & Candies","Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430,10,6,387,1200,FALSE,1
2184,"Chocolates & Candies","Chings Instant Soup - Hot & Sour",10,0,1,10,15,FALSE,15
2185,"Chocolates & Candies","Amul Spray Infant Milk Food",197,2,6,193,500,FALSE,500
2186,"Chocolates & Candies","McCain Smiles - Pudina Chatka",120,5,3,114,375,FALSE,375
2187,"Chocolates & Candies","McCain French Fries Crisp & Delicious",175,4,3,167,750,FALSE,750
2188,"Chocolates & Candies","Ferrero Nutella Hazelnut Spread",220,5,2,207,180,FALSE,180
2189,"Chocolates & Candies","Lijjat Garlic Papad",60,5,5,57,200,FALSE,200
2190,"Chocolates & Candies","Switz Samosa Dough Sheets",90,4,6,86,50,FALSE,50
2191,"Chocolates & Candies","Amul Cheese Spread Creamy",85,5,6,80,180,FALSE,180
2192,"Chocolates & Candies","Maggi Imli Sauce Pichkoo",22,0,6,22,90,FALSE,90
2193,"Chocolates & Candies","Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish",385,9,5,347,1100,FALSE,1100
2194,"Chocolates & Candies","Chings Instant Soup - Sweet Corn Veg",10,0,2,10,15,FALSE,15
2195,"Chocolates & Candies","Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy",35,5,2,33,85,FALSE,85
2196,"Chocolates & Candies","McCain Crazy Fries Masala MixHot 'n' Tangy",120,5,6,114,400,FALSE,400
2197,"Chocolates & Candies","The Whole Truth Double Cocoa Protein Bar No Sugar",100,10,6,90,52,FALSE,52
2198,"Chocolates & Candies","Amul Happy Treats French Fries",68,4,1,65,425,FALSE,425
2199,"Chocolates & Candies","Ferrero Nutella Hazeulnut Spread",380,6,5,357,350,FALSE,350
2200,"Chocolates & Candies","Veeba Chipolte Southwest Dressing",161,7,4,149,300,FALSE,300
2201,"Chocolates & Candies","Ching's Secret Manchow Noodles Instant Soup",15,0,6,15,20,FALSE,20
2202,"Chocolates & Candies","Yoga Bar Breakfast Protein Bar - Blueberry Pie",50,12,1,44,50,FALSE,50
2203,"Chocolates & Candies","Quaker Oats",199,7,6,184,1000,FALSE,1
2204,"Chocolates & Candies","The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar",55,25,6,41,27,FALSE,27
2205,"Chocolates & Candies","Switz Spring Roll Dough Sheets",90,4,6,86,1160,FALSE,20
2206,"Chocolates & Candies","Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar",40,17,6,33,30,FALSE,30
2207,"Chocolates & Candies","Ching's Secret Tomato Instant Soup",10,0,1,10,16,FALSE,15
2208,"Chocolates & Candies","Chef's Basket Durum Wheat Elbow Pasta",160,50,6,80,500,FALSE,500
2209,"Chocolates & Candies","Sunfeast Yippee! Mood Masala Noodles",60,28,3,43,260,FALSE,260
2210,"Chocolates & Candies","MTR Breakfast Khatta Meetha Poha Mix",25,20,6,20,60,FALSE,60
2211,"Chocolates & Candies","Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli",445,9,6,401,750,FALSE,750
2212,"Chocolates & Candies","Ching's Secret Chilli Vinegar",50,0,4,50,170,FALSE,170
2213,"Chocolates & Candies","Ching's Red Chilli Sauce",55,0,6,55,200,FALSE,200
2214,"Chocolates & Candies","Amul Lite Spread",40,2,5,39,100,FALSE,100
2215,"Chocolates & Candies","Borges Durum Wheat Fusilli Pasta ",250,0,3,250,500,FALSE,500
2216,"Chocolates & Candies","The Whole Truth Cranberry Mini Protein Bar No Sugar",55,20,6,44,27,FALSE,27
2217,"Chocolates & Candies","The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar",55,20,6,44,27,FALSE,27
2218,"Chocolates & Candies","Maggi Hot & Sweet Tomato Chilli Sauce",115,0,1,115,500,FALSE,500
2219,"Chocolates & Candies","Sunfeast YiPPee! Noodles - Magic Masala",96,5,4,91,540,FALSE,540
2220,"Chocolates & Candies","Chef's Basket Durum Wheat Fusilli Pasta",160,50,6,80,500,FALSE,500
2221,"Chocolates & Candies","Top Ramen Chicken Noodles",60,10,1,54,280,FALSE,280
2222,"Chocolates & Candies","Veeba Cheese and Chilli Sandwich Spread",89,11,6,79,275,FALSE,275
2223,"Chocolates & Candies","Ching’s Secret Chowmein Hakka Noodles Masala ",44,0,2,44,60,FALSE,60
2224,"Chocolates & Candies","Safal Frozen - Mixed Vegetables",110,4,2,105,1000,FALSE,1
2225,"Chocolates & Candies","MTR 3 Min Poha",25,0,6,25,60,FALSE,60
2226,"Chocolates & Candies","Ching's Manchurian Instant Noodles",15,0,5,15,60,FALSE,60
2227,"Chocolates & Candies","The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ",55,25,6,41,27,FALSE,27
2228,"Chocolates & Candies","Gits Pav Bhaji Ready to Eat",110,22,6,85,300,FALSE,300
2229,"Chocolates & Candies","McCain New Mini Samosa with Cheese Corn Style Filling",120,1,2,118,240,FALSE,240
2230,"Chocolates & Candies","Lijjat Udad Mini Papad",60,6,6,56,200,FALSE,200
2231,"Chocolates & Candies","McCain Herb & Garlic Crazy Fries Masala Mix ",120,5,5,114,400,FALSE,400
2232,"Chocolates & Candies","Yoga Bar Multigrain Energy Bar Nuts And Seeds",40,12,4,35,38,FALSE,38
2233,"Chocolates & Candies","Ching's Secret Sauce, Green Chilli",55,0,5,55,190,FALSE,190
2234,"Chocolates & Candies","Veeba Pizza Topping",75,6,4,70,280,FALSE,280
2235,"Chocolates & Candies","Switz Paratha Puff",110,4,6,105,400,FALSE,400
2236,"Chocolates & Candies","New Kellogg's Muesli with 21% Fruit, Nut & Seeds",325,6,6,305,500,FALSE,500
2237,"Chocolates & Candies","The Whole Truth Double Cocoa Mini Protein Bar No Sugar",55,20,5,44,27,FALSE,27
2238,"Chocolates & Candies","Sunfeast Yippee Tricolor Pasta Seasoning",28,17,1,23,65,FALSE,65
2239,"Chocolates & Candies","Wingreens Cheesy Chipotle Sauce",99,49,1,50,130,FALSE,130
2240,"Chocolates & Candies","Maggi Rich Tomato Ketchup",105,4,2,100,500,FALSE,500
2241,"Chocolates & Candies","The Whole Truth Dark Chocolate Peanut Butter - Creamy",235,25,6,174,325,FALSE,325
2242,"Chocolates & Candies","Godrej Yummiez Chicken Nuggets",325,9,1,293,500,FALSE,500
2243,"Chocolates & Candies","Go Cheese  Spread Plain",99,5,6,94,200,FALSE,200
2244,"Chocolates & Candies","Kellogg's Real Almond & Honey Corn Flakes",175,9,6,158,300,FALSE,300
2245,"Chocolates & Candies","The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar",60,20,6,48,40,FALSE,40
2246,"Chocolates & Candies","Prasuma Vegetable Momos",270,0,5,270,24,FALSE,24
2247,"Chocolates & Candies","MTR Upma",50,10,6,45,160,FALSE,160
2248,"Chocolates & Candies","Ching's Schezwan Masala Instant Noodles",60,0,1,60,240,FALSE,240
2249,"Chocolates & Candies","The Whole Truth Cranberry Protein Bar No Sugar",100,26,6,74,52,FALSE,52
2250,"Chocolates & Candies","Saffola Yummy Masala Noodles ",20,0,2,20,46,FALSE,46
2251,"Chocolates & Candies","Veeba English Mustard",74,6,2,69,300,FALSE,300
2252,"Chocolates & Candies","Dabur Hommade Tamarind Paste",48,6,6,45,200,FALSE,200
2253,"Chocolates & Candies","Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar)",325,4,6,309,400,FALSE,400
2254,"Chocolates & Candies","The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar",55,25,6,41,27,FALSE,27
2255,"Chocolates & Candies","ITC Master Chef Crispy Chicken Fries ",170,4,3,162,280,FALSE,280
2256,"Chocolates & Candies","Kelloggs Corn Flakes",99,13,6,86,250,FALSE,250
2257,"Chocolates & Candies","Nissin Cup Noodles Tangy Tomato",50,10,2,45,70,FALSE,70
2258,"Chocolates & Candies","Smith & Jones White Pasta Sauce Mix",40,0,3,40,46,FALSE,46
2259,"Chocolates & Candies","Sunfeast Yippee! Pasta Treat - Sour Cream Onion",28,10,1,25,65,FALSE,65
2260,"Chocolates & Candies","Mothers Recipe Tamrind Date Chutney ",55,9,2,50,200,FALSE,200
2261,"Chocolates & Candies","Veeba Mint Mayonnaise",169,8,4,155,300,FALSE,300
2262,"Chocolates & Candies","Mccain Emotibites - Crispy Happy Potato Snack",130,0,6,129,415,FALSE,415
2263,"Chocolates & Candies","The Whole Truth Energy Bar Choco Cranberry Fudge",60,26,6,44,40,FALSE,40
2264,"Chocolates & Candies","Godrej Yummiez Chicken Lucknowi Seekh Kebab",260,10,4,234,400,FALSE,400
2265,"Chocolates & Candies","Prasuma Vegetable Momos",150,0,5,150,580,FALSE,10
